Method, FileNum, DataSet, Time (minutes)
TimingsLog7Zip, 0, 0, 0.013408
TimingsLog7Zip, 1, 1, 0.017042
TimingsLog7Zip, 2, 2, 0.021004
TimingsLog7Zip, 3, 3, 0.028980
TimingsLog7Zip, 4, 4, 0.096991
TimingsLog7Zip, 5, 5, 0.183745
TimingsLog7Zip, 6, 0, 0.015253
TimingsLog7Zip, 7, 1, 0.019028
TimingsLog7Zip, 8, 2, 0.022779
TimingsLog7Zip, 9, 3, 0.031164
TimingsLog7Zip, 10, 4, 0.099475
TimingsLog7Zip, 11, 5, 0.186737
TimingsLog7Zip, 12, 0, 0.015777
TimingsLog7Zip, 13, 1, 0.018561
TimingsLog7Zip, 14, 2, 0.021517
TimingsLog7Zip, 15, 3, 0.027252
TimingsLog7Zip, 16, 4, 0.089894
TimingsLog7Zip, 17, 5, 0.181095
TimingsLog7Zip, 18, 0, 0.016184
TimingsLog7Zip, 19, 1, 0.019597
TimingsLog7Zip, 20, 2, 0.022641
TimingsLog7Zip, 21, 3, 0.028559
TimingsLog7Zip, 22, 4, 0.090915
TimingsLog7Zip, 23, 5, 0.181564
TimingsLog7Zip, 24, 0, 0.017255
TimingsLog7Zip, 25, 1, 0.021577
TimingsLog7Zip, 26, 2, 0.025418
TimingsLog7Zip, 27, 3, 0.033369
TimingsLog7Zip, 28, 4, 0.100056
TimingsLog7Zip, 29, 5, 0.185763
TimingsLog7Zip, 30, 0, 0.017920
TimingsLog7Zip, 31, 1, 0.022320
TimingsLog7Zip, 32, 2, 0.026054
TimingsLog7Zip, 33, 3, 0.034261
TimingsLog7Zip, 34, 4, 0.098719
TimingsLog7Zip, 35, 5, 0.182931
TimingsLog7Zip, 36, 0, 0.018834
TimingsLog7Zip, 37, 1, 0.023499
TimingsLog7Zip, 38, 2, 0.026756
TimingsLog7Zip, 39, 3, 0.034068
TimingsLog7Zip, 40, 4, 0.099044
TimingsLog7Zip, 41, 5, 0.184290
TimingsLog7Zip, 42, 0, 0.019627
TimingsLog7Zip, 43, 1, 0.023795
TimingsLog7Zip, 44, 2, 0.026867
TimingsLog7Zip, 45, 3, 0.033953
TimingsLog7Zip, 46, 4, 0.095865
TimingsLog7Zip, 47, 5, 0.183599
TimingsLog7Zip, 48, 0, 0.020026
TimingsLog7Zip, 49, 1, 0.024169
TimingsLog7Zip, 50, 2, 0.027212
TimingsLog7Zip, 51, 3, 0.034687
TimingsLog7Zip, 52, 4, 0.095949
TimingsLog7Zip, 53, 5, 0.185673
TimingsLog7Zip, 54, 0, 0.021624
TimingsLog7Zip, 55, 1, 0.025511
TimingsLog7Zip, 56, 2, 0.029474
TimingsLog7Zip, 57, 3, 0.037753
TimingsLog7Zip, 58, 4, 0.105451
TimingsLog7Zip, 59, 5, 0.194160
TimingsLog7Zip, 60, 0, 0.022331
TimingsLog7Zip, 61, 1, 0.026507
TimingsLog7Zip, 62, 2, 0.029988
TimingsLog7Zip, 63, 3, 0.037238
TimingsLog7Zip, 64, 4, 0.100094
TimingsLog7Zip, 65, 5, 0.186631
TimingsLog7Zip, 66, 0, 0.022907
TimingsLog7Zip, 67, 1, 0.027640
TimingsLog7Zip, 68, 2, 0.030912
TimingsLog7Zip, 69, 3, 0.037657
TimingsLog7Zip, 70, 4, 0.101704
TimingsLog7Zip, 71, 5, 0.186995
TimingsLog7Zip, 72, 0, 0.023540
TimingsLog7Zip, 73, 1, 0.026753
TimingsLog7Zip, 74, 2, 0.028708
TimingsLog7Zip, 75, 3, 0.034766
TimingsLog7Zip, 76, 4, 0.098071
TimingsLog7Zip, 77, 5, 0.191525
TimingsLog7Zip, 78, 0, 0.024641
TimingsLog7Zip, 79, 1, 0.029009
TimingsLog7Zip, 80, 2, 0.032600
TimingsLog7Zip, 81, 3, 0.040510
TimingsLog7Zip, 82, 4, 0.107843
TimingsLog7Zip, 83, 5, 0.195669
TimingsLog7Zip, 84, 0, 0.025576
TimingsLog7Zip, 85, 1, 0.029708
TimingsLog7Zip, 86, 2, 0.033479
TimingsLog7Zip, 87, 3, 0.040395
TimingsLog7Zip, 88, 4, 0.106340
TimingsLog7Zip, 89, 5, 0.191541
TimingsLog7Zip, 90, 0, 0.026567
TimingsLog7Zip, 91, 1, 0.030429
TimingsLog7Zip, 92, 2, 0.034207
TimingsLog7Zip, 93, 3, 0.041210
TimingsLog7Zip, 94, 4, 0.104772
TimingsLog7Zip, 95, 5, 0.191694
TimingsLog7Zip, 96, 0, 0.026985
TimingsLog7Zip, 97, 1, 0.032091
TimingsLog7Zip, 98, 2, 0.035682
TimingsLog7Zip, 99, 3, 0.043440
TimingsLog7Zip, 100, 4, 0.110666
TimingsLog7Zip, 101, 5, 0.198242
TimingsLog7Zip, 102, 0, 0.029853
TimingsLog7Zip, 103, 1, 0.033613
TimingsLog7Zip, 104, 2, 0.035916
TimingsLog7Zip, 105, 3, 0.042360
TimingsLog7Zip, 106, 4, 0.105510
TimingsLog7Zip, 107, 5, 0.192908
TimingsLog7Zip, 108, 0, 0.028463
TimingsLog7Zip, 109, 1, 0.032918
TimingsLog7Zip, 110, 2, 0.036606
TimingsLog7Zip, 111, 3, 0.044666
TimingsLog7Zip, 112, 4, 0.114766
TimingsLog7Zip, 113, 5, 0.202987
TimingsLog7Zip, 114, 0, 0.030884
TimingsLog7Zip, 115, 1, 0.034620
TimingsLog7Zip, 116, 2, 0.038017
TimingsLog7Zip, 117, 3, 0.043983
TimingsLog7Zip, 118, 4, 0.105755
TimingsLog7Zip, 119, 5, 0.196675
TimingsLog7Zip, 120, 0, 0.030480
TimingsLog7Zip, 121, 1, 0.033860
TimingsLog7Zip, 122, 2, 0.036827
TimingsLog7Zip, 123, 3, 0.043293
TimingsLog7Zip, 124, 4, 0.104941
TimingsLog7Zip, 125, 5, 0.194864
TimingsLog7Zip, 126, 0, 0.030950
TimingsLog7Zip, 127, 1, 0.036693
TimingsLog7Zip, 128, 2, 0.039693
TimingsLog7Zip, 129, 3, 0.047079
TimingsLog7Zip, 130, 4, 0.107599
TimingsLog7Zip, 131, 5, 0.194967
TimingsLog7Zip, 132, 0, 0.031532
TimingsLog7Zip, 133, 1, 0.035025
TimingsLog7Zip, 134, 2, 0.036673
TimingsLog7Zip, 135, 3, 0.042460
TimingsLog7Zip, 136, 4, 0.106603
TimingsLog7Zip, 137, 5, 0.198162
TimingsLog7Zip, 138, 0, 0.032669
TimingsLog7Zip, 139, 1, 0.035588
TimingsLog7Zip, 140, 2, 0.038891
TimingsLog7Zip, 141, 3, 0.045211
TimingsLog7Zip, 142, 4, 0.107328
TimingsLog7Zip, 143, 5, 0.197226
TimingsLog7Zip, 144, 0, 0.032932
TimingsLog7Zip, 145, 1, 0.036971
TimingsLog7Zip, 146, 2, 0.040337
TimingsLog7Zip, 147, 3, 0.045097
TimingsLog7Zip, 148, 4, 0.107419
TimingsLog7Zip, 149, 5, 0.197411
TimingsLog7Zip, 150, 0, 0.034397
TimingsLog7Zip, 151, 1, 0.039780
TimingsLog7Zip, 152, 2, 0.043405
TimingsLog7Zip, 153, 3, 0.050944
TimingsLog7Zip, 154, 4, 0.119107
TimingsLog7Zip, 155, 5, 0.206196
TimingsLog7Zip, 156, 0, 0.034370
TimingsLog7Zip, 157, 1, 0.037986
TimingsLog7Zip, 158, 2, 0.040265
TimingsLog7Zip, 159, 3, 0.045752
TimingsLog7Zip, 160, 4, 0.109258
TimingsLog7Zip, 161, 5, 0.201287
TimingsLog7Zip, 162, 0, 0.035508
TimingsLog7Zip, 163, 1, 0.040083
TimingsLog7Zip, 164, 2, 0.043942
TimingsLog7Zip, 165, 3, 0.051719
TimingsLog7Zip, 166, 4, 0.118673
TimingsLog7Zip, 167, 5, 0.205024
TimingsLog7Zip, 168, 0, 0.043110
TimingsLog7Zip, 169, 1, 0.040528
TimingsLog7Zip, 170, 2, 0.044511
TimingsLog7Zip, 171, 3, 0.052362
TimingsLog7Zip, 172, 4, 0.118362
TimingsLog7Zip, 173, 5, 0.204101
TimingsLog7Zip, 174, 0, 0.037143
TimingsLog7Zip, 175, 1, 0.042270
TimingsLog7Zip, 176, 2, 0.046000
TimingsLog7Zip, 177, 3, 0.053811
TimingsLog7Zip, 178, 4, 0.121191
TimingsLog7Zip, 179, 5, 0.207455
TimingsLog7Zip, 180, 0, 0.037926
TimingsLog7Zip, 181, 1, 0.042521
TimingsLog7Zip, 182, 2, 0.045713
TimingsLog7Zip, 183, 3, 0.053477
TimingsLog7Zip, 184, 4, 0.118081
TimingsLog7Zip, 185, 5, 0.202511
TimingsLog7Zip, 186, 0, 0.038822
TimingsLog7Zip, 187, 1, 0.041909
TimingsLog7Zip, 188, 2, 0.044877
TimingsLog7Zip, 189, 3, 0.050605
TimingsLog7Zip, 190, 4, 0.112946
TimingsLog7Zip, 191, 5, 0.204528
TimingsLog7Zip, 192, 0, 0.039652
TimingsLog7Zip, 193, 1, 0.042688
TimingsLog7Zip, 194, 2, 0.045664
TimingsLog7Zip, 195, 3, 0.051470
TimingsLog7Zip, 196, 4, 0.114254
TimingsLog7Zip, 197, 5, 0.205772
TimingsLog7Zip, 198, 0, 0.040228
TimingsLog7Zip, 199, 1, 0.045074
TimingsLog7Zip, 200, 2, 0.049162
TimingsLog7Zip, 201, 3, 0.056546
TimingsLog7Zip, 202, 4, 0.122419
TimingsLog7Zip, 203, 5, 0.207885
TimingsLog7Zip, 204, 0, 0.041580
TimingsLog7Zip, 205, 1, 0.045387
TimingsLog7Zip, 206, 2, 0.049939
TimingsLog7Zip, 207, 3, 0.056344
TimingsLog7Zip, 208, 4, 0.120120
TimingsLog7Zip, 209, 5, 0.208363
TimingsLog7Zip, 210, 0, 0.042451
TimingsLog7Zip, 211, 1, 0.046800
TimingsLog7Zip, 212, 2, 0.050011
TimingsLog7Zip, 213, 3, 0.057425
TimingsLog7Zip, 214, 4, 0.120063
TimingsLog7Zip, 215, 5, 0.207435
TimingsLog7Zip, 216, 0, 0.043133
TimingsLog7Zip, 217, 1, 0.047467
TimingsLog7Zip, 218, 2, 0.051597
TimingsLog7Zip, 219, 3, 0.059770
TimingsLog7Zip, 220, 4, 0.126861
TimingsLog7Zip, 221, 5, 0.214784
TimingsLog7Zip, 222, 0, 0.044450
TimingsLog7Zip, 223, 1, 0.048072
TimingsLog7Zip, 224, 2, 0.052514
TimingsLog7Zip, 225, 3, 0.060281
TimingsLog7Zip, 226, 4, 0.127724
TimingsLog7Zip, 227, 5, 0.214277
TimingsLog7Zip, 228, 0, 0.044577
TimingsLog7Zip, 229, 1, 0.049767
TimingsLog7Zip, 230, 2, 0.054792
TimingsLog7Zip, 231, 3, 0.060396
TimingsLog7Zip, 232, 4, 0.124107
TimingsLog7Zip, 233, 5, 0.212359
TimingsLog7Zip, 234, 0, 0.048464
TimingsLog7Zip, 235, 1, 0.051251
TimingsLog7Zip, 236, 2, 0.054670
TimingsLog7Zip, 237, 3, 0.062670
TimingsLog7Zip, 238, 4, 0.126862
TimingsLog7Zip, 239, 5, 0.214751
TimingsLog7Zip, 240, 0, 0.046941
TimingsLog7Zip, 241, 1, 0.051585
TimingsLog7Zip, 242, 2, 0.056879
TimingsLog7Zip, 243, 3, 0.063816
TimingsLog7Zip, 244, 4, 0.131775
TimingsLog7Zip, 245, 5, 0.219484
TimingsLog7Zip, 246, 0, 0.052468
TimingsLog7Zip, 247, 1, 0.051517
TimingsLog7Zip, 248, 2, 0.054731
TimingsLog7Zip, 249, 3, 0.060072
TimingsLog7Zip, 250, 4, 0.122691
TimingsLog7Zip, 251, 5, 0.213613
TimingsLog7Zip, 252, 0, 0.049144
TimingsLog7Zip, 253, 1, 0.053807
TimingsLog7Zip, 254, 2, 0.057507
TimingsLog7Zip, 255, 3, 0.065100
TimingsLog7Zip, 256, 4, 0.130377
TimingsLog7Zip, 257, 5, 0.215636
TimingsLog7Zip, 258, 0, 0.049870
TimingsLog7Zip, 259, 1, 0.054729
TimingsLog7Zip, 260, 2, 0.059561
TimingsLog7Zip, 261, 3, 0.067306
TimingsLog7Zip, 262, 4, 0.134789
TimingsLog7Zip, 263, 5, 0.224063
TimingsLog7Zip, 264, 0, 0.050991
TimingsLog7Zip, 265, 1, 0.055571
TimingsLog7Zip, 266, 2, 0.058834
TimingsLog7Zip, 267, 3, 0.070485
TimingsLog7Zip, 268, 4, 0.136398
TimingsLog7Zip, 269, 5, 0.225429
TimingsLog7Zip, 270, 0, 0.052558
TimingsLog7Zip, 271, 1, 0.056241
TimingsLog7Zip, 272, 2, 0.060650
TimingsLog7Zip, 273, 3, 0.065316
TimingsLog7Zip, 274, 4, 0.125704
TimingsLog7Zip, 275, 5, 0.220917
TimingsLog7Zip, 276, 0, 0.054100
TimingsLog7Zip, 277, 1, 0.057265
TimingsLog7Zip, 278, 2, 0.060810
TimingsLog7Zip, 279, 3, 0.067837
TimingsLog7Zip, 280, 4, 0.132199
TimingsLog7Zip, 281, 5, 0.222303
TimingsLog7Zip, 282, 0, 0.057617
TimingsLog7Zip, 283, 1, 0.058382
TimingsLog7Zip, 284, 2, 0.062099
TimingsLog7Zip, 285, 3, 0.070459
TimingsLog7Zip, 286, 4, 0.141524
TimingsLog7Zip, 287, 5, 0.231021
TimingsLog7Zip, 288, 0, 0.054536
TimingsLog7Zip, 289, 1, 0.059399
TimingsLog7Zip, 290, 2, 0.063312
TimingsLog7Zip, 291, 3, 0.072756
TimingsLog7Zip, 292, 4, 0.132345
TimingsLog7Zip, 293, 5, 0.218684
TimingsLog7Zip, 294, 0, 0.056374
TimingsLog7Zip, 295, 1, 0.060068
TimingsLog7Zip, 296, 2, 0.063804
TimingsLog7Zip, 297, 3, 0.070666
TimingsLog7Zip, 298, 4, 0.134542
TimingsLog7Zip, 299, 5, 0.221896
TimingsLogBatch, 0, 0, 0.391666
TimingsLogBatch, 1, 1, 0.433557
TimingsLogBatch, 2, 2, 0.484762
TimingsLogBatch, 3, 3, 0.598998
TimingsLogBatch, 4, 4, 1.631024
TimingsLogBatch, 5, 5, 3.014288
TimingsLogBatch, 6, 0, 0.443239
TimingsLogBatch, 7, 1, 0.487384
TimingsLogBatch, 8, 2, 0.527186
TimingsLogBatch, 9, 3, 0.619430
TimingsLogBatch, 10, 4, 1.625320
TimingsLogBatch, 11, 5, 3.078758
TimingsLogBatch, 12, 0, 0.422183
TimingsLogBatch, 13, 1, 0.482123
TimingsLogBatch, 14, 2, 0.511775
TimingsLogBatch, 15, 3, 0.578141
TimingsLogBatch, 16, 4, 1.332685
TimingsLogBatch, 17, 5, 2.459037
TimingsLogBatch, 18, 0, 0.423520
TimingsLogBatch, 19, 1, 0.487882
TimingsLogBatch, 20, 2, 0.517789
TimingsLogBatch, 21, 3, 0.588181
TimingsLogBatch, 22, 4, 1.375898
TimingsLogBatch, 23, 5, 2.574953
TimingsLogBatch, 24, 0, 0.449572
TimingsLogBatch, 25, 1, 0.497025
TimingsLogBatch, 26, 2, 0.535602
TimingsLogBatch, 27, 3, 0.621669
TimingsLogBatch, 28, 4, 1.587841
TimingsLogBatch, 29, 5, 3.005806
TimingsLogBatch, 30, 0, 0.453555
TimingsLogBatch, 31, 1, 0.499241
TimingsLogBatch, 32, 2, 0.536179
TimingsLogBatch, 33, 3, 0.624695
TimingsLogBatch, 34, 4, 1.561053
TimingsLogBatch, 35, 5, 2.944432
TimingsLogBatch, 36, 0, 0.456822
TimingsLogBatch, 37, 1, 0.502565
TimingsLogBatch, 38, 2, 0.538958
TimingsLogBatch, 39, 3, 0.625106
TimingsLogBatch, 40, 4, 1.561543
TimingsLogBatch, 41, 5, 2.934691
TimingsLogBatch, 42, 0, 0.451591
TimingsLogBatch, 43, 1, 0.503069
TimingsLogBatch, 44, 2, 0.537896
TimingsLogBatch, 45, 3, 0.618119
TimingsLogBatch, 46, 4, 1.518966
TimingsLogBatch, 47, 5, 2.852352
TimingsLogBatch, 48, 0, 0.457046
TimingsLogBatch, 49, 1, 0.504634
TimingsLogBatch, 50, 2, 0.539512
TimingsLogBatch, 51, 3, 0.617255
TimingsLogBatch, 52, 4, 1.479272
TimingsLogBatch, 53, 5, 2.799276
TimingsLogBatch, 54, 0, 0.468239
TimingsLogBatch, 55, 1, 0.512587
TimingsLogBatch, 56, 2, 0.551538
TimingsLogBatch, 57, 3, 0.641383
TimingsLogBatch, 58, 4, 1.614924
TimingsLogBatch, 59, 5, 3.055378
TimingsLogBatch, 60, 0, 0.469594
TimingsLogBatch, 61, 1, 0.515717
TimingsLogBatch, 62, 2, 0.552493
TimingsLogBatch, 63, 3, 0.636559
TimingsLogBatch, 64, 4, 1.558228
TimingsLogBatch, 65, 5, 2.953987
TimingsLogBatch, 66, 0, 0.469018
TimingsLogBatch, 67, 1, 0.521444
TimingsLogBatch, 68, 2, 0.556942
TimingsLogBatch, 69, 3, 0.637777
TimingsLogBatch, 70, 4, 1.569804
TimingsLogBatch, 71, 5, 2.927273
TimingsLogBatch, 72, 0, 0.442218
TimingsLogBatch, 73, 1, 0.512650
TimingsLogBatch, 74, 2, 0.537079
TimingsLogBatch, 75, 3, 0.594383
TimingsLogBatch, 76, 4, 1.238807
TimingsLogBatch, 77, 5, 2.230026
TimingsLogBatch, 78, 0, 0.482647
TimingsLogBatch, 79, 1, 0.526471
TimingsLogBatch, 80, 2, 0.565130
TimingsLogBatch, 81, 3, 0.653072
TimingsLogBatch, 82, 4, 1.623989
TimingsLogBatch, 83, 5, 3.064088
TimingsLogBatch, 84, 0, 0.484477
TimingsLogBatch, 85, 1, 0.530586
TimingsLogBatch, 86, 2, 0.566838
TimingsLogBatch, 87, 3, 0.651659
TimingsLogBatch, 88, 4, 1.615416
TimingsLogBatch, 89, 5, 3.023779
TimingsLogBatch, 90, 0, 0.480708
TimingsLogBatch, 91, 1, 0.533261
TimingsLogBatch, 92, 2, 0.570026
TimingsLogBatch, 93, 3, 0.652726
TimingsLogBatch, 94, 4, 1.576132
TimingsLogBatch, 95, 5, 2.924009
TimingsLogBatch, 96, 0, 0.495005
TimingsLogBatch, 97, 1, 0.540187
TimingsLogBatch, 98, 2, 0.582262
TimingsLogBatch, 99, 3, 0.666446
TimingsLogBatch, 100, 4, 1.651644
TimingsLogBatch, 101, 5, 3.089830
TimingsLogBatch, 102, 0, 0.495703
TimingsLogBatch, 103, 1, 0.542664
TimingsLogBatch, 104, 2, 0.576281
TimingsLogBatch, 105, 3, 0.658988
TimingsLogBatch, 106, 4, 1.568208
TimingsLogBatch, 107, 5, 2.932612
TimingsLogBatch, 108, 0, 0.500157
TimingsLogBatch, 109, 1, 0.543640
TimingsLogBatch, 110, 2, 0.582734
TimingsLogBatch, 111, 3, 0.673781
TimingsLogBatch, 112, 4, 1.670681
TimingsLogBatch, 113, 5, 3.124754
TimingsLogBatch, 114, 0, 0.494793
TimingsLogBatch, 115, 1, 0.553066
TimingsLogBatch, 116, 2, 0.586868
TimingsLogBatch, 117, 3, 0.658103
TimingsLogBatch, 118, 4, 1.475790
TimingsLogBatch, 119, 5, 2.695230
TimingsLogBatch, 120, 0, 0.492748
TimingsLogBatch, 121, 1, 0.542485
TimingsLogBatch, 122, 2, 0.573407
TimingsLogBatch, 123, 3, 0.653442
TimingsLogBatch, 124, 4, 1.470774
TimingsLogBatch, 125, 5, 2.693726
TimingsLogBatch, 126, 0, 0.506857
TimingsLogBatch, 127, 1, 0.554703
TimingsLogBatch, 128, 2, 0.589724
TimingsLogBatch, 129, 3, 0.669857
TimingsLogBatch, 130, 4, 1.548588
TimingsLogBatch, 131, 5, 2.881140
TimingsLogBatch, 132, 0, 0.480115
TimingsLogBatch, 133, 1, 0.544865
TimingsLogBatch, 134, 2, 0.569968
TimingsLogBatch, 135, 3, 0.629523
TimingsLogBatch, 136, 4, 1.290280
TimingsLogBatch, 137, 5, 2.284140
TimingsLogBatch, 138, 0, 0.495939
TimingsLogBatch, 139, 1, 0.553066
TimingsLogBatch, 140, 2, 0.584387
TimingsLogBatch, 141, 3, 0.656779
TimingsLogBatch, 142, 4, 1.459700
TimingsLogBatch, 143, 5, 2.677341
TimingsLogBatch, 144, 0, 0.509882
TimingsLogBatch, 145, 1, 0.558651
TimingsLogBatch, 146, 2, 0.590813
TimingsLogBatch, 147, 3, 0.655948
TimingsLogBatch, 148, 4, 1.444574
TimingsLogBatch, 149, 5, 2.631144
TimingsLogBatch, 150, 0, 0.519798
TimingsLogBatch, 151, 1, 0.568184
TimingsLogBatch, 152, 2, 0.604516
TimingsLogBatch, 153, 3, 0.693153
TimingsLogBatch, 154, 4, 1.668164
TimingsLogBatch, 155, 5, 3.110333
TimingsLogBatch, 156, 0, 0.494376
TimingsLogBatch, 157, 1, 0.557650
TimingsLogBatch, 158, 2, 0.585001
TimingsLogBatch, 159, 3, 0.641482
TimingsLogBatch, 160, 4, 1.286891
TimingsLogBatch, 161, 5, 2.260460
TimingsLogBatch, 162, 0, 0.524060
TimingsLogBatch, 163, 1, 0.571955
TimingsLogBatch, 164, 2, 0.609514
TimingsLogBatch, 165, 3, 0.698986
TimingsLogBatch, 166, 4, 1.654314
TimingsLogBatch, 167, 5, 3.062794
TimingsLogBatch, 168, 0, 0.532475
TimingsLogBatch, 169, 1, 0.573422
TimingsLogBatch, 170, 2, 0.614722
TimingsLogBatch, 171, 3, 0.697372
TimingsLogBatch, 172, 4, 1.635147
TimingsLogBatch, 173, 5, 3.023725
TimingsLogBatch, 174, 0, 0.531382
TimingsLogBatch, 175, 1, 0.579493
TimingsLogBatch, 176, 2, 0.614833
TimingsLogBatch, 177, 3, 0.705772
TimingsLogBatch, 178, 4, 1.668051
TimingsLogBatch, 179, 5, 3.090360
TimingsLogBatch, 180, 0, 0.529646
TimingsLogBatch, 181, 1, 0.580232
TimingsLogBatch, 182, 2, 0.616486
TimingsLogBatch, 183, 3, 0.698972
TimingsLogBatch, 184, 4, 1.623801
TimingsLogBatch, 185, 5, 2.983343
TimingsLogBatch, 186, 0, 0.515925
TimingsLogBatch, 187, 1, 0.577969
TimingsLogBatch, 188, 2, 0.608819
TimingsLogBatch, 189, 3, 0.673299
TimingsLogBatch, 190, 4, 1.427863
TimingsLogBatch, 191, 5, 2.600774
TimingsLogBatch, 192, 0, 0.533371
TimingsLogBatch, 193, 1, 0.580686
TimingsLogBatch, 194, 2, 0.609480
TimingsLogBatch, 195, 3, 0.678030
TimingsLogBatch, 196, 4, 1.425529
TimingsLogBatch, 197, 5, 2.574358
TimingsLogBatch, 198, 0, 0.543615
TimingsLogBatch, 199, 1, 0.592245
TimingsLogBatch, 200, 2, 0.630329
TimingsLogBatch, 201, 3, 0.713627
TimingsLogBatch, 202, 4, 1.673897
TimingsLogBatch, 203, 5, 3.084350
TimingsLogBatch, 204, 0, 0.540279
TimingsLogBatch, 205, 1, 0.593018
TimingsLogBatch, 206, 2, 0.629172
TimingsLogBatch, 207, 3, 0.709926
TimingsLogBatch, 208, 4, 1.617657
TimingsLogBatch, 209, 5, 2.971656
TimingsLogBatch, 210, 0, 0.546277
TimingsLogBatch, 211, 1, 0.597209
TimingsLogBatch, 212, 2, 0.632902
TimingsLogBatch, 213, 3, 0.714494
TimingsLogBatch, 214, 4, 1.615401
TimingsLogBatch, 215, 5, 2.955065
TimingsLogBatch, 216, 0, 0.554483
TimingsLogBatch, 217, 1, 0.606348
TimingsLogBatch, 218, 2, 0.641033
TimingsLogBatch, 219, 3, 0.731615
TimingsLogBatch, 220, 4, 1.703552
TimingsLogBatch, 221, 5, 3.134569
TimingsLogBatch, 222, 0, 0.563441
TimingsLogBatch, 223, 1, 0.607482
TimingsLogBatch, 224, 2, 0.646419
TimingsLogBatch, 225, 3, 0.740995
TimingsLogBatch, 226, 4, 1.740152
TimingsLogBatch, 227, 5, 3.208745
TimingsLogBatch, 228, 0, 0.560623
TimingsLogBatch, 229, 1, 0.612880
TimingsLogBatch, 230, 2, 0.647991
TimingsLogBatch, 231, 3, 0.725493
TimingsLogBatch, 232, 4, 1.651062
TimingsLogBatch, 233, 5, 3.000769
TimingsLogBatch, 234, 0, 0.571504
TimingsLogBatch, 235, 1, 0.616214
TimingsLogBatch, 236, 2, 0.651847
TimingsLogBatch, 237, 3, 0.733919
TimingsLogBatch, 238, 4, 1.677521
TimingsLogBatch, 239, 5, 3.036271
TimingsLogBatch, 240, 0, 0.572225
TimingsLogBatch, 241, 1, 0.623344
TimingsLogBatch, 242, 2, 0.658024
TimingsLogBatch, 243, 3, 0.753334
TimingsLogBatch, 244, 4, 1.716246
TimingsLogBatch, 245, 5, 3.164864
TimingsLogBatch, 246, 0, 0.566331
TimingsLogBatch, 247, 1, 0.617261
TimingsLogBatch, 248, 2, 0.648006
TimingsLogBatch, 249, 3, 0.713719
TimingsLogBatch, 250, 4, 1.483355
TimingsLogBatch, 251, 5, 2.633106
TimingsLogBatch, 252, 0, 0.575603
TimingsLogBatch, 253, 1, 0.629639
TimingsLogBatch, 254, 2, 0.665471
TimingsLogBatch, 255, 3, 0.755288
TimingsLogBatch, 256, 4, 1.698634
TimingsLogBatch, 257, 5, 3.060913
TimingsLogBatch, 258, 0, 0.585900
TimingsLogBatch, 259, 1, 0.631461
TimingsLogBatch, 260, 2, 0.670254
TimingsLogBatch, 261, 3, 0.763431
TimingsLogBatch, 262, 4, 1.758457
TimingsLogBatch, 263, 5, 3.213303
TimingsLogBatch, 264, 0, 0.583734
TimingsLogBatch, 265, 1, 0.637857
TimingsLogBatch, 266, 2, 0.671588
TimingsLogBatch, 267, 3, 0.771909
TimingsLogBatch, 268, 4, 1.752054
TimingsLogBatch, 269, 5, 3.200915
TimingsLogBatch, 270, 0, 0.581806
TimingsLogBatch, 271, 1, 0.667992
TimingsLogBatch, 272, 2, 0.683266
TimingsLogBatch, 273, 3, 0.747130
TimingsLogBatch, 274, 4, 1.605003
TimingsLogBatch, 275, 5, 2.891191
TimingsLogBatch, 276, 0, 0.590809
TimingsLogBatch, 277, 1, 0.640669
TimingsLogBatch, 278, 2, 0.676009
TimingsLogBatch, 279, 3, 0.763806
TimingsLogBatch, 280, 4, 1.690325
TimingsLogBatch, 281, 5, 3.098972
TimingsLogBatch, 282, 0, 0.606858
TimingsLogBatch, 283, 1, 0.646118
TimingsLogBatch, 284, 2, 0.683760
TimingsLogBatch, 285, 3, 0.779338
TimingsLogBatch, 286, 4, 1.762842
TimingsLogBatch, 287, 5, 3.205592
TimingsLogBatch, 288, 0, 0.594213
TimingsLogBatch, 289, 1, 0.648493
TimingsLogBatch, 290, 2, 0.684449
TimingsLogBatch, 291, 3, 0.765249
TimingsLogBatch, 292, 4, 1.673557
TimingsLogBatch, 293, 5, 3.016500
TimingsLogBatch, 294, 0, 0.603900
TimingsLogBatch, 295, 1, 0.651343
TimingsLogBatch, 296, 2, 0.689730
TimingsLogBatch, 297, 3, 0.773616
TimingsLogBatch, 298, 4, 1.690038
TimingsLogBatch, 299, 5, 3.059329
TimingsLogMfc1, 0, 0, 0.087780
TimingsLogMfc1, 1, 1, 0.093092
TimingsLogMfc1, 2, 2, 0.098662
TimingsLogMfc1, 3, 3, 0.110616
TimingsLogMfc1, 4, 4, 0.173496
TimingsLogMfc1, 5, 5, 0.251781
TimingsLogMfc1, 6, 0, 0.090415
TimingsLogMfc1, 7, 1, 0.095231
TimingsLogMfc1, 8, 2, 0.102413
TimingsLogMfc1, 9, 3, 0.112551
TimingsLogMfc1, 10, 4, 0.175513
TimingsLogMfc1, 11, 5, 0.252552
TimingsLogMfc1, 12, 0, 0.090695
TimingsLogMfc1, 13, 1, 0.094928
TimingsLogMfc1, 14, 2, 0.100232
TimingsLogMfc1, 15, 3, 0.109117
TimingsLogMfc1, 16, 4, 0.174116
TimingsLogMfc1, 17, 5, 0.252628
TimingsLogMfc1, 18, 0, 0.091095
TimingsLogMfc1, 19, 1, 0.096160
